RESEARCH_REPORT_ID,RECORD_ID,TITLE,CONTENT,SENTIMENT_CLASSIFY,HALF_POSITIVE_PROBABILITY,POSITIVE_PROBABILITY,NEGATIVE_PROBABILITY,NEUTRAL_PROBABILITY,SENTIMENT_SCORE
732199,0,The decline in the company's performance exceeded our previous expectations. External causes,"1. The macro-control efforts have increased, and the overall demand for the construction machinery market has shrunk; 2. Due to the impact of the high-speed rail emergency, the company's leading product rotary drilling rig has reduced its contribution to operating income and profits; 3. The aftermath of the financial crisis The economy of developed countries has not improved, and the recovery of overseas markets is weak. Internal reasons: 1. The company's market promotion has increased, and some profits have been swallowed up; 2. The monetary policy is tight, the loan interest rate is at a historical high, and the financial expenses are growing fast; 3. Accrue the cost of equity incentive payment and increase management fees.",-2,0,0,0.97,0.03,-0.61
699435,1,Performance experience,"In 2010, the company's general pharmaceutical business income was 468 million, an increase of 78.6% year-on-year. The new special medicine business income was 144 million, down 43.2% year-on-year. The overall gross profit increased by 35.3% over the previous year. The decline in the company's net profit lies in a sharp increase in the three expenses, a total increase of 53.108 million yuan, an increase of 50.2%. In addition, non-operating expenses increased. During the reporting period, Haikou Pharmaceutical Factory, a subsidiary, suffered a small probability event and was affected by floods and fires. The total loss of assets was 10.8 million.",-2,0.16,0.26,0.52,0.05,-0.61
574629,0,External market competition has a limited negative impact on company performance,"In 2012, the company's gross profit margin increased slightly by 0.3 percentage points to 25%, and the sales expense ratio increased by 0.6 percentage points to 6.4%. Among them, the promotion expenses increased slightly by 35 million yuan to 250 million yuan, which shows that the external market competition on the company's gross profit margin and sales expenses. The negative impact of the rate is limited.",-2,0.05,0.05,0.86,0.03,-0.61
579840,7,Company management risk,"Corporate leadership changes or business decision-making judgments, risk compliance, and financial status will have a relatively direct impact on corporate governance.",-2,0.18,0.1,0.51,0.21,-0.61
751809,2,Gross profit margin decreased slightly,"In the first half of 2012, the company's comprehensive gross profit margin was 20.88%, a slight decrease of 0.15 percentage points from the same period of last year. In terms of business, the gross profit margin of oligosaccharides and sugar alcohols increased by 0.92% and 9.83% in the first half of the year, mainly due to the increase in high-margin fructose in the oligosaccharide business statistics. The merger, the gross profit margin of oligo-isomaltose may be reduced; sugar alcohols are recovering orders this year, but still below the 2010 gross profit level. The company's main raw material is corn, while the price of corn is on a rising period, and the cost pressure is increasing. The domestic sugar price is falling, the price advantage of fructose syrup and sugar is gradually weakening, and the cost of fruit syrup can not be completely converted. Interest rates fell by 0.92 percentage points from the same period last year.",-2,0.06,0.22,0.66,0.06,-0.61
2063430,0,1H17 performance is lower than expected,"Huaxun Ark announced its first half of 2017 results: operating income of 642 million yuan, down 33.94%; net profit attributable to the parent company was 64 million yuan, down 45.17% year-on-year, corresponding to earnings per share of 0.08 yuan.",-2,0.01,0.41,0.55,0.04,-0.61
511505,0,"Single quarterly revenue increased slightly, net profit loss expanded","The company's single-quarter revenue increased slightly by 4% to 1.89 billion, and operating profit loss was 278 million, mainly due to the low gross profit margin and high expense ratio.",-2,0.06,0.27,0.57,0.1,-0.61
579948,0,"The second quarter results were slightly lower than expected, and the three expenses and asset impairments rose sharply.","Taigang Stainless achieved revenue of 50.1 billion yuan in the first half of the year, up 9% year-on-year, of which 27.5 billion yuan was realized in the second quarter, up 13% year-on-year, and 21% quarter-on-quarter. In the first half of the year, the company achieved a net profit of 370 million yuan from the parent company. The year-on-year decline was 56%. In the second quarter, the net profit attributable to the parent company was 180 million, down 53% year-on-year and 2% quarter-on-quarter; the weighted average return on equity was 2%, down 2 percentage points from the same period of the previous year; EPS0 in the first half of the year .064 yuan, lower than our estimate of 0.077 yuan, lower than expected because the three expenses and asset impairment losses rose sharply, the former increased by 27%, the latter increased by 197%.",-2,0,0.04,0.96,0,-0.61
572868,0,Key risks to rating,? The continued sluggish regional demand has led to a further risk of falling prices.,-2,0.07,0.03,0.82,0.08,-0.61
1314704,3,Steel prices have fallen sharply to reduce shelf costs,"The company's operating costs account for more than 90% of direct materials, of which pipe profiles, coils and steel products account for more than 80%. In the second half of 2011, steel prices began to turn down, all the way down to the low point of September 2012, and thereafter remained at a low level. Thanks to the decline in steel prices, the company's 12/13/14 unit operating costs decreased by 11.52%, 6.67% and 5.49%.",-2,0.33,0.06,0.5,0.11,-0.61
2157682,0,"Listing, maintain ""Buy"" rating",? Risk warning: the risk of increased competition for second-generation insulin; the development of chronic disease management platform is less than expected; the risk of new products being less than expected; the risk of price reduction for drug bidding.,-2,0,0,0.97,0.03,-0.61
765449,4,Taijia bidding situation may be better than market expectations,"Because of the entry of the new coach clopidogrel in 2012, the market is worried that the price of Taijia will fall.",-2,0.12,0.08,0.59,0.21,-0.61
740160,1,"The sluggish production of air conditioners in the industry caused a slight drop in revenue, and the increase in the expense ratio dragged down the net profit slightly lower than expected.","In the first quarter of 2012, the revenue was 870 million yuan, down 2.9% year-on-year; the net profit attributable to the parent company was 81.51 million yuan, down 18.7% year-on-year, and the diluted EPS was 0.27 yuan, slightly lower than our previous forecast of 0.29 yuan; The net cash flow generated was 0.10 yuan, up 79.5% year-on-year. Subject to the policy exit and the destocking of the industry, the air-conditioning industry's output performance in the first quarter of 2012 was sluggish, and the company's production willingness was not strong. The industry online showed that the industry's output fell by 13.4% in the first quarter, which caused the company's revenue to decline slightly, but it is still expected. Inside. In addition, the original fast-growing inverter air conditioners were also hindered by the same growth in the first quarter (mainly due to the accelerated acceleration of fixed-frequency inventory by manufacturers). The industry online data showed that the sales volume of inverter air conditioners fell by 21.5% year-on-year in January-February, and the proportion of domestic sales was also From 66% at the end of last year to 41%, the sales growth of the company's superior product electronic expansion valve has slowed down.",-2,0.01,0.01,0.98,0,-0.61
702243,2,The pace of land-related business has slowed down and contributed less to performance than last year.,"Real estate regulation has brought certain pressure on the company's land-related business, affecting the performance contribution of this year and the progress of new project development. Affected by real estate regulation, the construction and sales of the company's share of the Masland project will slow down. The land value-added tax may affect the performance this year; the progress of Tianquan Lake project development and sales will also be limited. In addition, due to construction factors of civil construction units, the construction progress is lower than expected, the completion of the main structure may be delayed, affecting the time of commissioning next year, and affected by factors such as raw material price increases, the actual investment of the project may be Increased.",-2,0,0.03,0.96,0,-0.61
2046865,1,"The growth rate of the revenue side matches the profit end, and the increase in the number of newly opened stores drags down the sales expenses.","In the first half of the year, the company's gross profit margin was 39.77%, up 0.06% from the same period of last year; the 17H ??sales expense ratio was 24.70%, up 1.00% compared with the same period of last year; the 17H ??management expense ratio was 4.43%, down 0.20% from the same period of last year. The 17H ??financial expense ratio was 0.39%, a decrease of 0.1%. The net profit margin was 7.08%, a decrease of 0.28% compared with the same period of last year. The increase in net profit was mainly driven by the income of the old store and the newly opened store.",-2,0.12,0.08,0.67,0.13,-0.61
579840,6,The impact of downstream demand boom on the steel industry,"If the production and sales volume of the automotive industry is lower than expected, the new construction area of ??the real estate industry will continue to decline, steel demand will continue to decline, and the impact on the steel industry will be very obvious.",-2,0.26,0.05,0.68,0,-0.61
513398,2,Key risks to rating,"? The company's three-phase incubation period has been dragging its performance too long, and Shenyang's department store competition is excessively fierce.",-2,0.08,0.03,0.82,0.07,-0.61
729379,3,The company's 12-year bracket gross margin has risen slightly,"Last year, the construction in progress was transferred to 1 billion yuan, and the depreciation increased by about 70 million next year, affecting the gross profit margin by about 0.7 percentage points. The company's construction in progress at the end of 11 years was 110 million yuan. The fixed investment in 12 years will fall back to normal level. Although the domestic order price has dropped, the unit price of overseas orders is significantly higher than domestic orders. The 12-year overseas order delivery will have a positive impact on the company's gross profit margin. The gross profit margin is expected to increase slightly from last year.",-2,0.06,0.36,0.56,0.03,-0.61
1850543,5,"The continued low oil price has led to a sharp decline in profits, and the impairment loss has dragged down the performance.","Affected by the global oil price decline, the company's large-scale equipment utilization rate, operating volume and service prices have all decreased year-on-year, resulting in a significant year-on-year decline in the company's performance. In addition, in the first half of the year, due to the impact of the market, the impairment loss of goodwill was 3.455 billion yuan (previous year: 923 million yuan), and the impairment loss of some fixed assets was 3.688 billion yuan (previous year: 67 million yuan). The company's performance.",-2,0.05,0,0.95,0,-0.61
741933,1,The performance of the quarterly report has exceeded expectations significantly,"Hebei Iron and Steel achieved sales revenue of 29.1 billion in the first quarter of 2012, down 10% year-on-year, and a 2% increase from the fourth quarter of 2011; weighted average return on equity was 1%, an increase of 1 percentage point over the same period of the previous year; The company's net profit was 360 million, down 8% year-on-year, which was flat compared with the fourth quarter of 2011; the first quarter EPS was 0.03 yuan, exceeding our previous estimate of -0.01.",-2,0.01,0.47,0.52,0.01,-0.6
686063,3,The commission rate fell significantly,"As of the end of June 2010, the average commission rate of the company (including Guangfa Huafu Securities) was 0.102%, down 0.031% from the 0.133% at the end of 2009, and fell sharply by 23.31%, but the average commission rate of the company was higher than the industry average. .",-2,0.33,0.04,0.5,0.12,-0.6
2160075,0,"1Q single-quarter revenue declines significantly, and the sharp increase in short-term borrowings affects financial cost management and control","1Q revenue was 1.17 billion yuan, down 60.73% year-on-year. The main reason was that “the company’s real estate sector was not completed due to the Huai’an Phase III project, and the revenue could not be carried forward to a decline of 32.23%. The communication sector was the industry’s off-season in the first quarter of this year. In the gap period of full-screen switching, the new project will be mass-produced in March, and it is expected to be mass-produced in the second quarter."" The financial expenses of 1Q was RMB 31 million, a year-on-year increase of 3,306.84%, mainly due to the increase in short-term borrowings.",-2,0.18,0.12,0.7,0.01,-0.6
763913,1,"Net profit growth rate is significantly lower than revenue growth rate, the main reason for the decline in gross profit is","Net profit increased by 24.84% year-on-year, significantly lower than the operating income growth rate of 46.27%, comprehensive gross profit margin",-2,0.01,0.36,0.62,0.01,-0.6
590154,0,The China Banking Regulatory Commission no longer requires banks to have a bad double,"? Reasons for the increase in bad (concern) balance: 1. The cause of the external environment. The macro-control since this year, especially the real estate regulation, has imposed certain pressure on the operation of some enterprises. 2. The main reason is to implement the new loan evaluation standard. The company implemented a new risk classification standard for public loans from August to September, which is more strict than the original (including regulatory) standards, and will have some slight defects. The loans are all placed in the attention class.",-2,0.1,0.05,0.67,0.19,-0.6
1877012,0,Increase in the proportion of the three expenses,"From the perspective of three expenses, due to the decline in the income of single-season income, the proportion of various expenses has increased. Among them, operating expenses accounted for 2.3%, an increase of 0.84 percentage points year-on-year; management expenses accounted for 2.89%, an increase of 0.63 percentage points year-on-year. Financial expenses accounted for 5.23%, an increase of 1.62 percentage points year-on-year. At the end of the third quarter, the company's asset-liability ratio was 67.75%, an increase of 2.09 percentage points from the end of the second quarter. The increase in the asset-liability ratio led to an increase in financial expenses. In addition, the company holds US dollar liabilities, and we judge that the RMB exchange rate fluctuations lead to an increase in exchange losses.",-2,0.23,0.11,0.57,0.08,-0.6
843373,0,"In the first quarter, the number of carry-over projects decreased, and operating income decreased by 86% year-on-year.","From January to March 2014, Shirong Zhaoye (002016.CH/Rmb14.07, BUY) realized operating income of 18.06 million yuan, down 86% year-on-year; net profit of returning to mother was -25.83 million yuan, down 217.9% year-on-year. Revenue -0.04 yuan. The company's income, cost and business tax all declined significantly, mainly due to the year-on-year decrease in sales of commodity housing that could be carried forward, resulting in a corresponding decrease in first-quarter earnings.",-2,0.03,0.21,0.64,0.12,-0.6
592412,1,Exports fell by more than 50%,"Due to the sluggish foreign demand, the company's solar polyester film and other products have experienced different degrees of decline in exports. In the first half of the year, the company achieved an export revenue of 59.76 million yuan, a year-on-year decrease of 53.84%.",-2,0.09,0.02,0.85,0.04,-0.6
760425,1,The decline in the price of major products led to a decline in the company's main quarter-on-quarter,"In the iron ore business, domestic mineral prices continued to fall in the third quarter, and the average quarterly price fell by about 11%. In the case of falling mine prices, the company's iron ore output is also expected to decline. The decline in volume and price has affected the profitability of the company's Baima Mine and Anqian Mining to a certain extent, and the profit contribution of the ore business to the company has declined. In terms of vanadium products, the price of vanadium products in the third quarter continued the downward trend in the second quarter, and the profitability of vanadium products was not optimistic. In the titanium business, the company produced a total of 136,200 tons of titanium concentrate in the third quarter, up from 13.47 in the second quarter. In terms of price, the price of titanium concentrate in the third quarter continued the downward trend in the previous period, and the price of titanium concentrate in Sichuan fell by about 9%. The company's rutile titanium dioxide price also fell, but the decline was relatively small. The decline in prices has led to a slight decline in the company's titanium concentrate earnings in the case of increased production, but the magnitude is relatively small. In terms of various businesses, the price decline in the third quarter led to a decline in the profitability of the company's various businesses but remained profitable. The company's negative investment income from the investment in Carrara, the company achieved meager profit in the third quarter.",-2,0.15,0.02,0.68,0.16,-0.6
765255,2,"In 2012, the company's bulk cargo fleet completed 11.16 million tons of freight (+7.7% year-on-year)","Among them, the average daily rent of Capesize vessels was US$16,803 (-28% yoy), and the average daily rent of Handysize vessels was US$8,897 (-25% yoy). Although it declined, it was significantly higher than the market level and outperformed the market.",-2,0.29,0.06,0.52,0.12,-0.6
763626,0,"Revenue in 2012 decreased by 21.07% year-on-year, and net profit decreased by 59.36% year-on-year.","In 2012, the company's operating income was 1.287 billion yuan, down 21.07% year-on-year; the net profit attributable to owners of the parent company was 115 million yuan, down 59.36% year-on-year; basic earnings per share was 0.23 yuan. No profit distribution will be made in 2012.",-2,0.07,0.19,0.5,0.24,-0.6
1342759,1,Key risks to rating,? China’s economic growth has slowed sharply; the stock market has fallen sharply.,-2,0.14,0.14,0.62,0.1,-0.6
823581,0,East China's elasticity weakens and faces downside risks,"Jiangsu Zhanbi's production is about 1/4. This year, it was restricted by real estate. In the first eight months, the cumulative output of cement increased by 0.4%, far lower than the 9% level in the same period last year. In terms of price, the average price of 14Q3 in Nanjing dropped by 15 yuan year-on-year, down 55 yuan from the previous month. Under the high base since Q3 last year, the weak demand may bring the risk of further decline in earnings.",-2,0.23,0.03,0.73,0.02,-0.6
1850543,4,Geophysical prospecting plate operation reduced,"In the first half of the year, due to the downturn in oil prices, CNOOC's geophysical exploration business was greatly affected, and the workload was greatly reduced. Among them, 3D collection and data processing services decreased by 5.2% and 3.1% respectively; the two-dimensional collection and data processing business decreased respectively. 13.3% and 61.0%.",-2,0.02,0.12,0.64,0.23,-0.6
2076557,1,Q3 profit growth rate is slightly lower than expected due to the company's increased marketing expenses,"The company's net profit for the first nine months of 2017 was 116 million yuan, a year-on-year increase of 78%. The net profit after returning to the mother's bank was 90.27 million yuan, a year-on-year increase of 47%, much higher than the growth rate of income. The improvement of profitability was mainly due to product structure optimization. And cost control. From January to September, the gross profit margin was 77%, up 3.21 PCT year-on-year, and the Q3 gross margin was 78%, the highest point in a single quarter since 2012. Cost control was good. The fee rate was 38% during the period from January to September, down 5.91 PCT year-on-year. The sales expense ratio decreased by 2.99 PCT to 27%, and the administrative expense ratio decreased by 2.84 PCT to 12%. Q3's single-quarter profit growth rate was slightly lower than expected due to the company's increased marketing expenses. The net profit of Q3 returned to the mother was 33.63 million yuan, a year-on-year increase of 26%. It was derived from the increase of marketing expenses during the two periods of the company, including sponsoring Hunan cultural variety show, Wang Feng concert and other activities. The Q3 sales expense rate was 26.82%, up 3.23% year-on-year. PCT. We believe that the company's increased investment in marketing expenses will help shape the brand image and ensure sustainable growth of future income.",-2,0.13,0.29,0.51,0.06,-0.6
592412,0,Triple adverse factors affect company sales,"In the first half of the year, the company was affected by multiple unfavorable factors. First, the slowdown in macroeconomic growth at home and abroad caused the company's product demand to decline, market competition intensified, product sales prices and profitability decreased; second, the new project was put into production. Due to factors such as equipment commissioning and marketing, the production cost is higher than expected. Thirdly, the relocation of equipment in the old factory area has affected the development of some production capacity. The triple unfavorable factors led to a decline in sales revenue and gross profit margin of each of the company's main products.",-2,0,0.05,0.94,0.01,-0.6
594988,6,Gross profit margin fell slightly,"In the first three quarters of 2012, the operating cost of the company increased by 79% year-on-year, which was higher than the increase in operating income, which caused the gross profit margin to decline slightly. This is the main reason why the net profit growth of the returning mother is lower than the growth rate of operating income.",-2,0.01,0.42,0.56,0.01,-0.6
684224,2,Effectively increasing the saleable inventory is the key to whether the annual results can meet expectations.,"Comparing the company's 10-year business plan, the percentage of contracted sales, new construction area, construction area and newly-built property construction completions in the first half of the year were 32%, 58%, 69% and 100%, respectively, of which the first two indicators were lower than We anticipate that less saleable items will result in lower contract sales for the first half of the year, while slower start-ups are likely to result in insufficient available-sale inventory.",-2,0,0.47,0.52,0.01,-0.6
537912,1,"The price of local projects has risen sharply. In 2011, it faced double pressure from de-price.","Due to the impact of restricted purchases in the Nanjing market, the volume of transactions in the first quarter fell by 20% from the fourth quarter of last year, and the Jiangbei region saw a significant decline.",-2,0.13,0.03,0.83,0.01,-0.6
766066,0,The downstream coal industry is underestimated due to the underestimation of the economy.,"Due to the continued downturn in the downstream coal industry, coal mining companies' purchasing willingness and ability to pay declined, and the company's first quarter revenue increased only slightly by 12%. However, through good cost control, the company's operating profit growth rate still reached more than 30%. Despite the delay in the software VAT refund, the current non-operating income decreased, which dragged down the net profit growth rate. However, we believe that the software VAT refund as a certain income is expected to be reflected in the mid-year report. Ten thousand yuan.",-2,0.09,0.4,0.51,0.01,-0.6
1796997,0,We believe that the decline in the company's performance has been reflected in the market expectation. The double decline in the volume and price of the fund's agency sales business is the main reason for the year-on-year decline in the company's performance.,"The reason for the year-on-year decrease in operating income of the company was mainly due to the large fluctuations in the secondary market and the decline in the prosperity. As of July 31, 2016, the average daily turnover of the stock was 541 billion yuan, which was lower than the average daily turnover of the stock in 2015 by 1,038.1 billion yuan. Under the influence of 47.89%, the company's third-party fund sales (the fund sales in the first half of 2016 was 164.295 billion yuan, compared with 430.59 billion yuan in the same period last year, down 61.84% year-on-year). At the same time, the company actively reduced the third-party sales subscription rate of the fund in the fierce competition environment of the third-party fund sales market. The sales volume of the fund decreased significantly compared with the same period of last year. (Financial e-commerce revenue in the first half of 2016 was 478 million yuan, down 66% year-on-year. %).",-2,0.02,0.01,0.96,0.02,-0.6
1743831,1,Gross profit margin declined slightly and product structure was adjusted,"In 2015, the company's comprehensive gross profit margin decreased by 2.8 percentage points, mainly due to two aspects: 1) The gross profit margin of the main product scissor type aerial work platform decreased by 5.63 percentage points. Since the second half of 2015, the investment production capacity has been gradually put into use, and the company has actively lowered the selling price for some products in order to expand sales. 2) The impact of product structure adjustment. During the reporting period, the sales volume of the arm type aerial work platform with relatively low gross profit margin increased by 121.15%, the sales revenue increased by 105.69%, and the revenue share increased from 5.56% to 8.93%. Due to the product development period, the arm type aerial work platform The selling price was discounted and the gross profit margin decreased by 3.43%.",-2,0.18,0.13,0.54,0.16,-0.6
538435,2,The parent company's gross profit fell by 4 percentage points,"The parent company's 11Q1 realized revenue of 100 million yuan, a year-on-year increase of 2.4%, but operating costs increased by 11%, resulting in a decline in gross profit margin from 56% in the same period last year to 52% in the reporting period. The parent company achieved a net profit of RMB 29 million, a year-on-year decrease of 19%.",-2,0.03,0.29,0.54,0.14,-0.6
2032193,0,Brokerage and investment banking business fell year-on-year due to industry and policy,"In terms of brokerage business, it was flat on the capital market (the average daily turnover of Shanghai and Shenzhen in the first half of the year was 436.6 billion, YOY dropped 17.80%) and the overall commission rate of the industry declined. In the first half of 2017, the brokerage business income was 2 billion, and YOY was 29.78%. The decline in brokerage business was mainly affected by industry factors. The company's leading position in brokerage remained unshakable. From the perspective of market rate, the market share of the company's stock-based transactions in the first half of 2017 was 7.87%, although it was more obvious than the 8.81% decline in 16 years. In the investment banking business, due to the impact of mergers and acquisitions and refinancing new policies, the company's investment banking business revenue in the first half of the year was 673 million, and YOY dropped 19.37%.",-2,0,0,0.99,0.01,-0.6
2015392,1,"Minmetals Capital: Affected by market factors, 2017H1 performance growth slowed down","Minmetals Capital announced the results forecast for the first half of 2017. It is estimated that the total profit for the first half of the year will be 1.43 billion yuan, and the net profit attributable to shareholders of listed companies will be 990 million yuan, a year-on-year increase of 0.94%. The financial subsidiaries of the company were affected by factors such as market conditions and regulatory environment, and the performance growth has slowed down. At the same time, affected by the regulatory approval, the company's capital increase progress is less than expected, which also affects the performance to some extent.",-2,0,0.19,0.79,0.01,-0.6
745331,3,Two major non-core businesses contracted,"The real estate business currently includes the Dalian Lianhai Jinyuan Project (about 80,000 square meters) and the Taiyuan Zaoyuan New District Project (about 150,000 square meters) under construction. The company plans to stop investing in new real estate projects after the completion of these two projects. The current sales progress is lower than expected, and the 12-year revenue is expected to continue to decline. According to current sales estimates, annual revenue will decrease by 20%.",-2,0.01,0.17,0.71,0.12,-0.6
742099,2,"The 11-year cost control has achieved remarkable results. The profit growth has not been affected by destocking as scheduled. In the first quarter of 2012, due to the rapid progress in processing of inventories, the decline in gross profit was greater than the decrease in the expense ratio, resulting in a profit growth rate lower than the income growth rate.","The process of continuous destocking has put some pressure on the increase of gross profit margin. However, the company's cost base has been artificially high for the first two years. At present, through strict control of expenses, the rapid growth of income scale has flattened the pressure of fees. At the end of last year, the company The expense ratio decreased to 28.68%, a decrease of 3.33 percentage points year-on-year. Among them, the sales expense rate and the management expense rate decreased by 3.34 and 0.90 percentage points respectively, which offset the negative factors of the increase in financial expenses due to the increase in credit scale; As of the end of the first quarter, the downward trend of the company's expense ratio was further strengthened, down 2.03 percentage points year-on-year. On the whole, due to the excessive development of the company's development mentality, the cost of investment is too high. As the company's development strategy is becoming more stable, the cost management and control capabilities are more mature, and there is a certain room for reduction in the expense ratio, thus ensuring that profit growth is less affected by destocking.",-2,0.03,0.01,0.96,0,-0.6
579840,4,Domestic and international macroeconomic situation and policy adjustment,"Changes in the macroeconomic situation at home and abroad and adjustments in monetary policy may affect the overall performance of the industry. If downstream demand deteriorates further, the steel industry may still experience a sharp decline in performance.",-2,0.02,0.01,0.67,0.3,-0.6
1872741,5,"The company's sales expenses have risen sharply, and management fees and financial expenses have risen.","In the first three quarters of 2016, the company's sales expenses were 53.118 million yuan, an increase of 161.08% year-on-year; management expenses 5389.99 yuan, an increase of 44.92%; financial expenses was 8900.80 million yuan, an increase of 27.64%, mainly due to the limited supply of Anhui Zhongke Optoelectronics The company was included in the scope of the consolidated statements.",-2,0.27,0.03,0.63,0.08,-0.6
741917,0,Report key points,"? It is expected that due to the shrinking of the dust removal business and the large-scale settlement of the desulfurization and denitrification EPC, the revenue will fall by 7.74%, and the gross profit margin will rise steadily. The increase in government subsidies included in the first quarter led to a slight increase in net profit of 4.18%. Low valuation, maintaining “overweight-A” rating",-2,0.02,0.12,0.7,0.16,-0.6
1343787,4,Key risks to rating,? Commercial property sales turnover was lower than expected.,-2,0.07,0.14,0.66,0.13,-0.6
1700130,4,Major uncertainty,The “VAT reform” promotion process is lower than the expected risk; the Internet financial layout is lower than the expected risk.,-2,0.09,0.13,0.75,0.04,-0.6
824298,0,"Subject to the decline in domestic oil and gas investment, the annual growth rate has slowed down, and the expected net profit growth range is 30-60%.","The focus of the ""two major oils"" business has changed from the previous pursuit of production to the pursuit of economic benefits. As a result, the overall investment in the domestic petroleum system has declined this year, affecting the company's product demand. It is expected that the net profit for the full year of 2014 will increase by 30%-60%.",-2,0.05,0.15,0.75,0.05,-0.6
812032,0,Billing progress slows down and performance growth is slow,"In the first half of the year, the company achieved a total operating income of 16.047 billion yuan, a net profit attributable to shareholders of listed companies of 1.785 billion yuan, down 30.00% year-on-year; net profit per share of 0.69 yuan. The growth rate of operating profit of the company in the first half of the year was lower than that of the main business, mainly because the proportion of regional income carry-over of products with relatively low gross profit margin increased sharply year-on-year, resulting in a decline in the gross profit margin of the company's real estate development business; The degree of decline. It is estimated that the company's 14-year settlement income growth will be around 25%, and the impact of the decline in gross profit margin will increase the company's performance by about 15%.",-2,0.01,0.33,0.64,0.02,-0.6
743640,4,Periodic changes in the domestic and international economy,"Traditional carbon products and iron ore fines are mainly used in the steel and metallurgical industries, which are greatly affected by the cyclicality of the economy. When the economy is in a period of growth, the increase in demand of related industries will drive the growth of sales of traditional carbon products; At the time, market demand has decreased, resulting in a decline in sales. Emerging carbon products will be less affected by the cyclical effects of the economy because of their wide range of uses, but there is still a risk of market decline if there is a general economic depression. In summary, if the supply and demand situation changes, it will bring certain risks to the company's production and operation.",-2,0.1,0.1,0.57,0.23,-0.6
700544,2,Period expenses increase rapidly with business expansion,"The expenses incurred during the period of 2010 were 27.6 million yuan, accounting for 9.8% of the total revenue, up 1.3 percentage points from 8.5% in the same period of last year, mainly due to the expansion of business scale and the increase in total staff salaries and underwriting expenses incurred by listing. Sales and administrative expenses increased.",-2,0.11,0.06,0.68,0.14,-0.6
538435,1,The year-on-year decline in net profit of Denghai Pioneer is the main reason why the company's Q1 is lower than expected.,"Denghai Pioneer is still the company's most important source of profit. Due to market sales strategy, Denghai Pioneer will advance the sales season in 10-11, which makes the company's net profit move forward, resulting in 10Q4 net profit exceeding expectations, while 11Q1 net profit fell. If you consider the entire sales season, it should be good.",-2,0.06,0.16,0.66,0.12,-0.6
579840,1,The cost increases during the period,"In the first half of the year, the company's sales expenses increased by 43% year-on-year due to increased exports and increased freight costs; administrative expenses increased by 11% year-on-year; financial expenses increased by 99% year-on-year to 808 million yuan, mainly due to the increase in borrowings and corporate bonds and the increase in exchange losses. . In the current downturn in the steel industry, the increase in control costs is particularly important.",-2,0.38,0.03,0.53,0.06,-0.6
763626,1,"Downstream customers' return situation is not ideal, lowering revenue performance","The company's total operating revenue in 2012 decreased by 21.07% year-on-year, mainly due to the sluggish domestic and international economic situation, the company's downstream customers' order delivery time was extended, and revenue recognition decreased. The company's traditional business is stable and is greatly affected by the residual heat and pressure projects. The decline in net profit was significantly higher than the decline in revenue, mainly due to: 1) the period expense rate increased by 7.83 percentage points year-on-year; 2) the gross profit margin decreased by 2.42 percentage points year-on-year.",-2,0.06,0.12,0.64,0.17,-0.6
568896,0,Declining prices have led to a sharp decline in performance,"The main reason for the decline in the company's performance in 2012 was that the cement price dropped significantly year-on-year. The comprehensive price of cement and clinker was about 245 yuan, down 20.52% year-on-year. Although the sales volume reached 187 million tons, up 18.35% year-on-year, it still could not change the income decline. the trend of. At the same time, the decline in prices led to a decline in gross profit margin. In 2012, the gross profit margin was 27.76%, a year-on-year drop of 12.13 percentage points.",-2,0.17,0.04,0.78,0.01,-0.6
636477,2,"Although the progress of the project is slower than expected, the growth is still relatively clear.","Due to factors such as the construction of power grid lines and the shortage of engineering funds, the progress of the second phase of Baiyinhua and Nanpeng coal-fired power projects was slower than previously expected. According to the latest developments, all projects under construction will be put into production in 10-11 years. The installed capacity of the company's equity will also increase to 211 million kilowatts, with an increase of 2,58 million kilowatts, an increase of 258%. The growth is still relatively clear.",-2,0.06,0.33,0.56,0.06,-0.6
579840,5,Risk of price changes in steel and raw materials,"Although iron ore prices and sea freight rates are currently being pushed down by steel prices, steel profits have not improved significantly. If steel prices continue to decline, and the scale effect of steel mills' production cuts declines, steel companies' profits may continue to decline.",-2,0.26,0.02,0.71,0.01,-0.6
822980,3,"Industry diversity and stable income, but the downstream cyclical industry directly leads to fluctuations in revenue. The downturn in coal, metallurgical and other industries has become a long-term impact on the company's revenue.","The company's sales performance received macroeconomic fluctuations in 2012, and the investment and performance of downstream industries declined, reducing the demand for special environmental lighting equipment. Among them, ships, large enterprises, coal and metallurgy fell the most, lighting engineering, oil fields and civil aviation camps. Increased. In 2013, the slight increase in revenue was mainly due to the different sales growth of net power, railway, power plant, public security fire, large enterprises and other industries. Coal, oilfield, metallurgy, military products, petrochemical and other industries continued to decline. Watched from the 2014 camp, oil fields and military products have risen.",-2,0.16,0.01,0.78,0.05,-0.6
